City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
262,Tonder,DK,2022-05-21 02:59:48,54.9331,8.8667,52.97,87,72,1.99
263,Jiwani,PK,2022-05-21 02:59:48,25.05,61.7417,83.8,84,0,6.31
264,Havoysund,NO,2022-05-21 02:59:49,70.9963,24.6622,40.17,92,100,9.73
265,Erenhot,CN,2022-05-21 02:59:49,43.6475,111.9767,81.27,13,42,8.7
266,Kamina,CD,2022-05-21 02:59:50,-8.7386,24.9906,66.78,68,89,1.19
267,Hirara,JP,2022-05-21 02:59:50,24.8,125.2833,75.09,79,23,19.13
268,Antalaha,MG,2022-05-21 02:59:51,-14.9003,50.2788,69.69,84,22,8.39
269,Hanzhong,CN,2022-05-21 02:59:51,33.0728,107.0303,66.92,91,100,2.24
270,Port Shepstone,ZA,2022-05-21 02:59:52,-30.7414,30.455,64.67,91,100,26.4
271,Sterling,US,2022-05-21 03:00:52,39.0062,-77.4286,86.22,67,100,11.99
272,Trinidad,BO,2022-05-21 03:00:53,-14.8333,-64.9,61.57,58,86,3.02
273,Mount Gambier,AU,2022-05-21 03:00:53,-37.8333,140.7667,59.58,48,5,5.95
274,Constitucion,CL,2022-05-21 03:00:54,-35.3333,-72.4167,51.08,85,2,7.78
275,Ulladulla,AU,2022-05-21 03:00:54,-35.35,150.4667,63.77,56,84,8.84
276,Golkoy,TR,2022-05-21 03:00:55,40.6875,37.6178,41.47,65,0,6.4
277,Airai,TL,2022-05-21 03:00:55,-8.9266,125.4092,74.7,48,74,5.84
278,Egvekinot,RU,2022-05-21 03:00:56,66.3167,-179.1667,46.18,55,26,3.89
279,Xingcheng,CN,2022-05-21 03:00:56,40.6167,120.7167,77.68,42,10,8.01
280,Belaya Gora,RU,2022-05-21 03:00:57,68.5333,146.4167,52.77,49,100,7.27
281,Vostok,RU,2022-05-21 03:00:57,46.4856,135.8833,70.68,38,89,8.86
282,Penukonda,IN,2022-05-21 02:58:16,14.0833,77.5833,74.97,64,100,20.09
283,Saldanha,ZA,2022-05-21 03:00:58,-33.0117,17.9442,57.49,77,13,9.33
284,Vila Do Maio,CV,2022-05-21 03:00:59,15.1333,-23.2167,71.08,85,73,13.47
285,Marsh Harbour,BS,2022-05-21 03:00:59,26.5412,-77.0636,79.97,81,100,10.98
286,Alice Springs,AU,2022-05-21 03:00:59,-23.7,133.8833,69.22,32,68,14.23
287,Simiti,CO,2022-05-21 03:01:00,7.9579,-73.9436,74.53,95,97,2.51
288,Ostrovnoy,RU,2022-05-21 03:01:01,68.0531,39.5131,32.58,65,99,6.89
289,Bulawayo,ZW,2022-05-21 02:59:37,-20.15,28.5833,58.1,72,85,6.73
290,Fagersta,SE,2022-05-21 03:01:02,60.0042,15.7932,42.98,93,100,4.0
291,Pekalongan,ID,2022-05-21 03:01:02,-6.8886,109.6753,81.19,77,100,2.33
292,Vao,NC,2022-05-21 03:01:03,-22.6667,167.4833,73.96,89,100,27.63
293,Rovaniemi,FI,2022-05-21 03:01:03,66.5,25.7167,44.82,77,100,2.04
294,Tiznit,MA,2022-05-21 03:01:04,29.5833,-9.5,66.63,73,28,2.21
295,Porto Tolle,IT,2022-05-21 03:01:04,44.9497,12.3245,64.04,78,82,7.92
296,Guayaramerin,BO,2022-05-21 03:01:05,-10.8368,-65.3614,65.26,66,10,1.21
297,Benjamin Hill,MX,2022-05-21 03:01:06,30.1667,-111.1,72.66,32,0,15.7
298,Bajil,YE,2022-05-21 03:01:06,15.0584,43.2851,85.37,40,1,1.86
299,Gambela,ET,2022-05-21 03:01:07,8.25,34.5833,71.44,80,37,2.51
300,Osinovo,RU,2022-05-21 03:01:07,55.8809,48.881,37.09,89,50,12.95
301,Kibala,TD,2022-05-21 03:01:08,9.1104,18.3463,76.51,75,100,4.47
302,Kavieng,PG,2022-05-21 03:01:08,-2.5744,150.7967,84.88,70,46,11.68
303,Winnipeg,CA,2022-05-21 02:56:24,49.8844,-97.147,38.98,69,94,11.99
304,Ruston,US,2022-05-21 02:58:22,32.5232,-92.6379,81.59,56,0,13.69
305,Auki,SB,2022-05-21 03:01:09,-8.7676,160.7034,81.9,79,99,5.14
306,Banjar,ID,2022-05-21 03:01:10,-8.19,114.9675,86.18,69,51,3.8
307,Hohhot,CN,2022-05-21 02:58:43,40.8106,111.6522,76.53,20,98,5.03
308,Rawson,AR,2022-05-21 03:01:11,-43.3002,-65.1023,56.84,48,1,20.31
309,Marsaxlokk,MT,2022-05-21 03:01:11,35.8419,14.5431,65.08,76,0,14.47
310,Rozsypne,UA,2022-05-21 03:01:12,48.1497,38.5762,52.43,96,100,4.29
311,Aksarka,RU,2022-05-21 03:01:12,66.5606,67.7975,31.48,86,100,21.92
312,Sawakin,SD,2022-05-21 03:01:13,19.1059,37.3321,80.92,57,1,5.99
313,Abalak,RU,2022-05-21 03:01:13,58.1286,68.5944,46.89,55,100,4.0
314,Namatanai,PG,2022-05-21 03:01:14,-3.6667,152.4333,85.05,67,46,7.2
315,Gimli,CA,2022-05-21 03:02:14,50.6336,-96.9907,35.33,73,99,11.79
316,Luena,AO,2022-05-21 03:02:14,-11.7833,19.9167,55.98,64,0,2.39
317,Termiz,UZ,2022-05-21 03:02:15,37.2242,67.2783,81.16,26,1,3.83
318,Inongo,CD,2022-05-21 03:02:15,-1.95,18.2667,69.89,95,100,4.94
319,Olafsvik,IS,2022-05-21 02:57:16,64.8945,-23.7142,46.2,89,100,9.31
320,Mayo,US,2022-05-21 03:02:32,38.8876,-76.5119,85.46,69,100,5.99
321,Ahipara,NZ,2022-05-21 03:02:32,-35.1667,173.1667,61.77,64,99,16.13
322,Chhapar,IN,2022-05-21 03:02:33,27.8167,74.4,86.27,49,0,25.77
323,Lagos,NG,2022-05-21 02:59:52,6.5833,3.75,78.12,90,100,4.18
324,Ploemeur,FR,2022-05-21 03:02:33,47.7333,-3.4333,56.82,85,56,1.99
325,Ukiah,US,2022-05-21 03:00:20,39.1502,-123.2078,66.36,50,49,5.57
326,Van,TR,2022-05-21 03:00:16,38.4924,43.3831,42.49,69,4,2.86
327,Dubbo,AU,2022-05-21 03:00:12,-32.25,148.6167,65.93,53,72,15.28
328,Puerto Leguizamo,CO,2022-05-21 03:02:35,-0.1934,-74.7819,69.1,99,36,1.07
329,Raposa,BR,2022-05-21 03:02:36,-6.5167,-44.1833,70.2,75,61,1.28
330,Yeppoon,AU,2022-05-21 03:02:30,-23.1333,150.7333,64.18,94,100,17.13
331,Pergamino,AR,2022-05-21 03:02:36,-33.89,-60.5736,54.18,74,100,1.99
332,Tocopilla,CL,2022-05-21 03:01:53,-22.092,-70.1979,64.17,71,65,0.85
333,Kodinsk,RU,2022-05-21 03:02:37,58.6881,99.1844,69.3,31,26,11.05
334,Kjollefjord,NO,2022-05-21 03:02:38,70.9457,27.3465,37.0,88,100,8.99
335,Cedar City,US,2022-05-21 03:02:38,37.6775,-113.0619,43.39,25,0,8.99
336,Tateyama,JP,2022-05-21 03:02:38,34.9833,139.8667,64.13,80,100,8.3
337,Bowen,AU,2022-05-21 03:02:39,-20.0167,148.2333,76.96,71,34,8.08
338,Uglegorsk,RU,2022-05-21 03:02:39,49.0833,142.0333,53.76,73,100,12.03
339,Khudumelapye,BW,2022-05-21 03:02:40,-23.8833,24.75,42.3,76,20,7.2
340,San Cristobal,VE,2022-05-21 03:02:40,7.7669,-72.225,65.32,87,12,3.18
341,Syasstroy,RU,2022-05-21 03:02:41,60.1367,32.5691,37.08,72,61,8.25
342,Krasnoye,UA,2022-05-21 03:02:42,49.9145,24.6134,58.89,70,100,9.69
343,Pimentel,PE,2022-05-21 03:02:42,-6.8367,-79.9342,64.8,86,90,10.85
344,Vuktyl,RU,2022-05-21 03:02:43,63.8567,57.3094,33.94,66,100,12.66
345,Cairns,AU,2022-05-21 03:02:44,-16.9167,145.7667,85.06,74,30,11.36
346,Union City,US,2022-05-21 03:01:54,37.5958,-122.0192,74.48,59,4,5.01
347,Saint-Francois,FR,2022-05-21 03:02:45,46.4154,3.9054,63.68,87,100,2.68
348,Japura,ID,2022-05-21 03:02:46,-0.3167,102.35,79.21,81,97,3.31
349,Tiksi,RU,2022-05-21 03:02:47,71.6872,128.8694,32.5,90,100,5.35
350,Sultanpur,IN,2022-05-21 03:02:47,26.2667,82.0667,91.13,50,60,12.5
351,Lamesa,US,2022-05-21 03:02:48,32.7376,-101.951,78.53,9,10,14.29
352,Semenyih,MY,2022-05-21 03:02:48,2.9516,101.843,86.76,63,29,4.27
353,Xining,CN,2022-05-21 03:02:49,36.6167,101.7667,60.85,44,100,2.33
354,Nipawin,CA,2022-05-21 03:02:50,53.3668,-104.0009,38.84,52,100,3.94
355,Mantua,IT,2022-05-21 03:02:50,45.1667,10.7833,64.09,81,81,1.99
356,Komsomolskiy,UZ,2022-05-21 03:02:51,40.4272,71.7189,75.6,39,42,4.0
357,Kansanshi,ZM,2022-05-21 03:02:51,-12.0951,26.4273,60.4,75,80,1.41
358,Acajutla,SV,2022-05-21 03:03:52,13.5928,-89.8275,80.89,79,83,4.61
359,Kismayo,SO,2022-05-21 03:03:53,-0.3582,42.5454,78.85,81,51,11.99
360,Marsa Matruh,EG,2022-05-21 03:03:53,31.3525,27.2453,61.86,65,0,9.75
361,Sept-Iles,CA,2022-05-21 03:00:33,50.2001,-66.3821,47.05,76,100,7.99
362,Muncar,ID,2022-05-21 03:03:54,-8.4333,114.3333,84.79,70,64,3.04
363,Te Anau,NZ,2022-05-21 03:03:54,-45.4167,167.7167,45.73,77,98,6.04
364,Hokitika,NZ,2022-05-21 03:03:55,-42.7167,170.9667,52.41,75,100,22.84
365,Clyde River,CA,2022-05-21 03:03:55,70.4692,-68.5914,22.37,91,100,4.03
366,Waw,SS,2022-05-21 03:03:56,7.7029,27.9953,72.45,87,100,2.75
367,Moctezuma,MX,2022-05-21 03:03:56,29.8,-109.6667,74.32,28,0,10.56
368,Broome,US,2022-05-21 03:03:57,42.2506,-75.833,68.02,83,98,8.01
369,Chake Chake,TZ,2022-05-21 02:59:11,-5.2459,39.7666,75.69,87,100,7.16
370,Feijo,BR,2022-05-21 03:03:57,-8.1642,-70.3536,68.77,83,77,0.85
371,Kloulklubed,PW,2022-05-21 03:03:58,7.0419,134.2556,82.56,78,91,8.81
372,Vila Franca Do Campo,PT,2022-05-21 03:03:58,37.7167,-25.4333,66.2,88,100,4.18
373,Cadereyta,MX,2022-05-21 03:03:59,25.5833,-99.9833,78.89,44,68,9.35
374,Yerbogachen,RU,2022-05-21 03:03:59,61.2767,108.0108,50.22,81,100,2.73
375,Provideniya,RU,2022-05-21 03:04:00,64.3833,-173.3,48.45,56,64,9.31
376,Praia,CV,2022-05-21 03:04:00,14.9215,-23.5087,70.02,87,54,12.59
377,Baruun-Urt,MN,2022-05-21 03:04:01,46.6806,113.2792,76.62,18,3,6.89
378,Roebourne,AU,2022-05-21 03:04:01,-20.7833,117.1333,82.49,55,12,6.51
379,Algiers,DZ,2022-05-21 03:04:02,36.7525,3.042,70.02,59,12,5.23
380,Nsanje,MW,2022-05-21 03:04:02,-16.92,35.262,67.71,93,59,0.65
381,Mandali,IQ,2022-05-21 03:04:03,33.7499,45.5541,77.11,23,91,10.67
382,Marsassoum,SN,2022-05-21 03:04:03,12.8275,-15.9806,75.74,71,48,6.49
383,Kieta,PG,2022-05-21 03:04:03,-6.2167,155.6333,83.93,71,13,5.39
384,Riyadh,SA,2022-05-21 03:00:43,24.6877,46.7219,87.13,12,0,6.11
385,Metro,ID,2022-05-21 03:04:04,-5.1131,105.3067,80.64,81,100,3.2
386,Oranjemund,NA,2022-05-21 03:04:05,-28.55,16.4333,51.1,87,8,4.43
387,Pevek,RU,2022-05-21 03:04:05,69.7008,170.3133,33.71,99,86,5.95
388,Chalisgaon,IN,2022-05-21 03:04:06,20.4667,75.0167,85.68,46,33,13.42
389,Port Lincoln,AU,2022-05-21 03:00:16,-34.7333,135.8667,60.48,61,0,14.74
390,Luorong,CN,2022-05-21 03:04:06,24.4058,109.6086,71.47,82,100,4.94
391,San Pedro,PH,2022-05-21 03:04:07,14.35,121.0167,87.35,70,90,3.67
392,Diamantina,BR,2022-05-21 03:04:07,-18.2494,-43.6003,45.9,74,0,3.04
393,Kudahuvadhoo,MV,2022-05-21 03:04:08,2.6708,72.8944,83.62,75,46,10.67
394,Belyy Yar,RU,2022-05-21 03:04:08,53.6039,91.3903,67.86,39,16,12.28
395,Filingue,NE,2022-05-21 03:04:09,14.3521,3.3168,88.95,33,88,1.39
396,Emba,KZ,2022-05-21 03:04:09,48.8264,58.1442,45.99,79,100,18.79
397,Wanaka,NZ,2022-05-21 03:04:10,-44.7,169.15,51.46,48,0,6.98
398,Amalapuram,IN,2022-05-21 03:04:10,16.5833,82.0167,87.75,61,100,8.79
399,Sakakah,SA,2022-05-21 03:04:10,29.9697,40.2064,74.34,22,0,13.58
400,Cabedelo,BR,2022-05-21 03:04:11,-6.9811,-34.8339,77.07,85,94,7.9
401,Herat,AF,2022-05-21 03:04:13,34.5,62.0,72.86,22,0,2.42
402,Comodoro Rivadavia,AR,2022-05-21 03:04:13,-45.8667,-67.5,54.43,47,37,39.93
403,Mariental,NA,2022-05-21 03:04:14,-24.6333,17.9667,38.28,68,0,10.36
404,Pangai,TO,2022-05-21 03:04:14,-19.8,-174.35,78.31,79,63,15.77
405,Nyurba,RU,2022-05-21 03:04:15,63.2842,118.3319,58.19,52,100,4.41
406,Alberton,CA,2022-05-21 03:00:16,46.8168,-64.0654,48.94,67,80,11.9
407,Progreso,MX,2022-05-21 03:05:16,21.2833,-89.6667,87.12,59,10,12.91
408,Muyezerskiy,RU,2022-05-21 03:05:16,63.9333,31.65,36.86,69,78,4.47
409,Libreville,GA,2022-05-21 03:00:31,0.3925,9.4537,75.6,93,98,7.09
410,Fort Nelson,CA,2022-05-21 03:05:17,58.8053,-122.7002,55.0,32,4,3.06
411,Am Timan,TD,2022-05-21 03:05:17,11.0297,20.2827,81.75,60,100,7.31
412,Semiletka,RU,2022-05-21 03:05:18,55.3603,54.6153,39.65,91,100,10.58
413,West Bay,KY,2022-05-21 03:05:18,19.3667,-81.4167,82.08,82,100,5.99
414,Magadan,RU,2022-05-21 03:05:19,59.5667,150.8,40.53,99,100,14.52
415,Chabahar,IR,2022-05-21 03:05:19,25.2919,60.643,84.74,74,4,7.16
416,Thohoyandou,ZA,2022-05-21 03:05:19,-22.9456,30.485,61.95,71,75,2.1
417,Harper,LR,2022-05-21 03:05:20,4.375,-7.7169,77.52,87,100,7.7
418,Fare,PF,2022-05-21 03:05:21,-16.7,-151.0167,79.36,73,27,6.96
419,Marzuq,YE,2022-05-21 03:05:21,14.4,46.4667,75.47,20,34,3.27
420,La Rioja,ES,2022-05-21 03:05:22,42.25,-2.5,63.93,48,87,4.83
421,Posse,BR,2022-05-21 03:05:22,-14.0931,-46.3694,57.13,48,99,4.94
422,Dong Hoi,VN,2022-05-21 03:05:22,17.4833,106.6,78.84,87,100,1.05
423,Ambunti,PG,2022-05-21 03:05:23,-4.2365,142.8448,83.98,82,94,2.98
424,Bubaque,GW,2022-05-21 03:05:24,11.2833,-15.8333,78.35,80,37,13.51
425,Dabat,ET,2022-05-21 03:05:24,12.9842,37.765,60.87,36,85,5.55
426,Ossora,RU,2022-05-21 03:05:25,59.2353,163.0719,38.86,86,99,7.38
427,Vila,PT,2022-05-21 03:05:25,42.0304,-8.1588,62.73,54,99,5.59
428,Yen Bai,VN,2022-05-21 03:05:25,21.7,104.8667,73.04,98,100,3.09
429,Yei,SS,2022-05-21 03:05:26,4.095,30.6779,66.31,96,100,2.48
430,Mashhad,IR,2022-05-21 03:05:26,36.297,59.6062,73.4,26,12,0.81
431,Maniitsoq,GL,2022-05-21 03:05:27,65.4167,-52.9,35.4,73,100,4.79
432,Sobolevo,RU,2022-05-21 03:05:27,54.4299,31.8996,46.81,96,100,11.61
433,Kaz,RU,2022-05-21 03:05:28,52.9113,87.3105,72.41,31,11,7.34
434,Popondetta,PG,2022-05-21 03:05:28,-8.7537,148.2534,88.72,56,23,3.94
435,Nara,JP,2022-05-21 03:05:28,34.6851,135.8049,60.01,87,100,4.41
436,Xiantao,CN,2022-05-21 03:05:29,30.3833,113.4,75.51,62,98,2.95
437,Amapa,BR,2022-05-21 03:05:29,1.0,-52.0,69.62,100,100,0.94
438,Shingu,JP,2022-05-21 03:05:30,33.7333,135.9833,60.55,92,100,9.04
439,Vallenar,CL,2022-05-21 03:03:02,-28.5708,-70.7581,61.43,40,64,2.77
440,Tezu,IN,2022-05-21 03:05:31,27.9167,96.1667,72.54,91,99,1.03
441,Debre Tabor,ET,2022-05-21 03:05:31,11.85,38.0167,58.1,45,68,4.92
442,Tekeli,KZ,2022-05-21 03:05:32,44.83,78.8239,66.16,54,100,3.49
443,Beloha,MG,2022-05-21 03:05:33,-25.1667,45.05,65.57,46,90,2.91
444,Portland,US,2022-05-21 03:03:45,45.5234,-122.6762,59.02,64,52,1.99
445,Bouca,CF,2022-05-21 03:05:34,6.5105,18.2733,69.19,90,100,3.47
446,Pregassona,CH,2022-05-21 03:05:34,46.0202,8.9743,65.48,90,80,4.45
447,Manyana,BW,2022-05-21 03:05:35,-23.4,21.7167,41.07,56,4,16.28
448,Oussouye,SN,2022-05-21 03:05:35,12.485,-16.5469,74.93,77,9,7.72
449,Haines Junction,CA,2022-05-21 03:05:35,60.7522,-137.5108,57.47,42,48,2.46
450,Angoche,MZ,2022-05-21 03:05:36,-16.2325,39.9086,70.56,90,11,3.94
451,Urubicha,BO,2022-05-21 03:05:36,-15.3833,-62.95,59.0,48,64,1.66
452,Makat,KZ,2022-05-21 03:06:37,47.6469,53.3463,51.78,70,94,16.6
453,Half Moon Bay,US,2022-05-21 03:06:37,37.4636,-122.4286,67.41,73,14,3.87
454,Sokoto,NG,2022-05-21 03:06:38,13.0609,5.239,86.92,32,59,5.7
455,Hami,CN,2022-05-21 03:06:38,42.8,93.45,83.75,21,2,10.09
456,Quesnel,CA,2022-05-21 03:06:39,52.9999,-122.5029,51.44,42,23,6.17
457,Atambua,ID,2022-05-21 03:06:39,-9.1061,124.8925,84.87,51,86,3.51
458,Berlevag,NO,2022-05-21 03:03:11,70.8578,29.0864,37.06,77,100,16.02
459,Harrison,US,2022-05-21 03:06:40,30.4091,-89.0436,82.06,90,0,11.7
460,Quimperle,FR,2022-05-21 03:06:40,47.8667,-3.55,53.74,78,77,3.2
461,Nola,IT,2022-05-21 03:06:41,40.922,14.5329,64.92,78,16,1.43
462,Krasnyy Yar,RU,2022-05-21 03:06:41,46.5331,48.3456,50.97,62,9,15.57
463,Fairbanks,US,2022-05-21 03:05:13,64.8378,-147.7164,74.01,27,9,1.01
464,Awbari,LY,2022-05-21 03:06:42,26.5921,12.7805,68.2,34,1,16.26
465,Sao Gabriel Da Cachoeira,BR,2022-05-21 03:06:42,-0.1303,-67.0892,68.14,99,80,1.5
466,Ghauspur,PK,2022-05-21 03:06:43,28.1391,69.0831,100.29,7,0,15.03
467,Samana,DO,2022-05-21 03:06:43,19.2056,-69.3369,77.34,88,90,7.29
468,Mahanje,TZ,2022-05-21 03:06:44,-9.9333,35.3333,63.32,96,100,1.63
469,Ponta Do Sol,PT,2022-05-21 03:06:44,32.6667,-17.1,64.71,81,1,4.07
470,Trimbak,IN,2022-05-21 03:06:45,19.9333,73.55,75.65,64,69,15.1
471,Krasnovishersk,RU,2022-05-21 03:06:45,60.4078,57.082,36.32,86,100,7.09
472,San Angelo,US,2022-05-21 03:06:29,31.4638,-100.437,89.94,36,0,5.99
473,Dodge City,US,2022-05-21 03:06:46,37.7528,-100.0171,58.21,41,2,13.0
474,Sicamous,CA,2022-05-21 03:06:46,50.8331,-118.9856,54.88,87,62,2.82
475,Wakkanai,JP,2022-05-21 03:06:47,45.4094,141.6739,55.42,77,26,6.85
476,Moose Factory,CA,2022-05-21 03:06:47,51.2585,-80.6094,37.42,89,95,9.8
477,Massaguet,TD,2022-05-21 03:06:48,12.4755,15.4365,89.22,16,13,6.11
478,Muzhi,RU,2022-05-21 03:06:48,65.3667,64.6667,33.31,95,100,14.38
479,Mikhaylovsk,RU,2022-05-21 03:06:49,45.1283,42.0256,51.12,66,71,20.0
480,Montepuez,MZ,2022-05-21 03:06:49,-13.1256,38.9997,60.49,97,62,3.31
481,Gigmoto,PH,2022-05-21 03:06:50,13.7796,124.39,85.96,69,100,10.31
482,Pierre,US,2022-05-21 03:06:50,44.3683,-100.351,45.86,60,97,1.99
483,Narsaq,GL,2022-05-21 03:06:51,60.9167,-46.05,38.62,74,7,1.01
484,Penarroya-Pueblonuevo,ES,2022-05-21 03:06:51,38.3,-5.2667,72.45,37,100,6.08
485,Tortoli,IT,2022-05-21 03:06:51,39.9256,9.6572,66.33,53,7,4.25
486,Tabou,CI,2022-05-21 03:06:52,4.423,-7.3528,77.27,89,100,7.25
487,Leshukonskoye,RU,2022-05-21 03:06:52,64.8989,45.7622,31.37,61,11,9.33
488,Terrace,CA,2022-05-21 03:02:08,54.5163,-128.6035,60.76,56,47,4.43
489,San Felipe,VE,2022-05-21 03:06:53,10.3399,-68.7425,72.43,94,46,5.08
490,Stephenville,US,2022-05-21 03:06:54,32.2207,-98.2023,84.16,77,91,14.41
491,Alihe,CN,2022-05-21 03:06:54,50.5667,123.7167,66.94,26,59,8.88
492,Amahai,ID,2022-05-21 03:06:55,-3.3333,128.9167,86.23,60,29,9.35
493,Kakogawa,JP,2022-05-21 03:06:55,34.7667,134.85,67.62,72,100,3.56
494,Dhule,IN,2022-05-21 03:06:56,20.9,74.7833,87.3,41,3,11.52
495,Palauig,PH,2022-05-21 03:06:56,15.435,119.9045,84.2,71,71,5.46
496,Salta,AR,2022-05-21 03:06:57,-24.7859,-65.4117,48.58,85,100,1.99
497,San Quintin,MX,2022-05-21 03:06:57,30.4833,-115.95,61.92,76,53,5.41
498,Northam,GB,2022-05-21 03:07:57,51.0333,-4.2167,51.66,92,92,7.38
499,Safaga,EG,2022-05-21 03:07:58,26.7292,33.9365,80.44,37,2,9.42
500,Rusera,IN,2022-05-21 03:07:59,25.75,86.0333,86.56,63,18,16.2
501,Finschhafen,PG,2022-05-21 03:07:59,-6.6024,147.8681,85.21,66,9,8.77
502,Halifax,CA,2022-05-21 03:05:34,44.6453,-63.5724,47.68,87,73,5.99
503,Vila Velha,BR,2022-05-21 03:08:00,-20.3297,-40.2925,66.07,73,0,7.49
504,Mehran,IR,2022-05-21 03:08:00,33.1222,46.1646,81.18,17,3,9.89
505,San Patricio,US,2022-05-21 03:08:01,28.017,-97.5169,81.18,81,3,22.62
506,Masuguru,TZ,2022-05-21 03:08:01,-11.3667,38.4167,64.4,97,79,2.04
507,Krosno Odrzanskie,PL,2022-05-21 03:08:02,52.0549,15.0988,58.77,84,73,16.8
508,San Policarpo,PH,2022-05-21 03:08:02,12.1791,125.5072,84.51,74,100,10.63
509,Raudeberg,NO,2022-05-21 03:08:03,61.9875,5.1352,46.87,95,100,9.31
510,Lang Suan,TH,2022-05-21 03:08:03,9.9456,99.0785,85.89,65,99,11.43
511,Rabat,MA,2022-05-21 03:06:23,33.9911,-6.8401,68.16,92,78,9.86
512,Nenjiang,CN,2022-05-21 03:08:04,49.1833,125.2167,67.41,36,21,12.35
513,Bogande,BF,2022-05-21 03:08:04,12.9714,-0.1436,88.32,43,98,7.34
514,Guhagar,IN,2022-05-21 03:08:05,17.4842,73.1929,84.81,70,60,6.64
515,Kenai,US,2022-05-21 03:08:05,60.5544,-151.2583,49.57,64,98,8.79
516,Kitimat,CA,2022-05-21 03:08:06,54.0524,-128.6534,65.91,43,45,2.53
517,Margate,GB,2022-05-21 03:08:06,51.3813,1.3862,51.31,91,65,1.99
518,Kushima,JP,2022-05-21 03:08:07,31.4583,131.2333,63.59,95,100,12.53
519,Sambava,MG,2022-05-21 03:08:07,-14.2667,50.1667,70.61,86,21,11.41
520,Vostochnyy,RU,2022-05-21 03:08:08,55.8167,37.8667,44.98,69,98,4.72
521,Havre-Saint-Pierre,CA,2022-05-21 03:08:08,50.2334,-63.5986,44.74,70,100,10.98
522,Vardo,NO,2022-05-21 03:03:10,70.3705,31.1107,36.21,76,99,23.8
523,Okha,RU,2022-05-21 03:08:09,53.5739,142.9478,39.36,78,100,14.05
524,Gumdag,TM,2022-05-21 03:08:13,39.2061,54.5906,65.3,48,100,13.51
525,Dudinka,RU,2022-05-21 03:08:14,69.4058,86.1778,43.63,90,97,12.15
526,Willowmore,ZA,2022-05-21 03:08:15,-33.2926,23.4895,46.22,85,79,3.49
